car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,log_km
Hyundai Verna,Hyundai,Verna,7,78000,Dealer,Diesel,Manual,22.32,1582,126.32,5,670000,11.264476926102367
Honda City,Honda,City,5,27000,Dealer,Petrol,Manual,16.8,1497,116.3,5,765000,10.203629181337648
Volkswagen Vento,Volkswagen,Vento,10,80000,Individual,Diesel,Manual,20.54,1598,103.6,5,315000,11.289794413577894
Renault Duster,Renault,Duster,7,75000,Dealer,Diesel,Manual,20.45,1461,83.8,5,565000,11.225256725762893
Maruti Swift,Maruti,Swift,6,68202,Dealer,Diesel,Manual,28.4,1248,74.0,5,575000,11.130243831133892
Maruti Swift,Maruti,Swift,5,57000,Dealer,Diesel,Manual,25.2,1248,74.0,5,620000,10.950824090522445
Maruti Swift Dzire,Maruti,Swift Dzire,5,120000,Individual,Diesel,Manual,26.59,1248,74.0,5,625000,11.695255355062795
Ford Ecosport,Ford,Ecosport,8,74000,Dealer,Diesel,Manual,22.7,1498,89.84,5,565000,11.211833885608513
Maruti Baleno,Maruti,Baleno,6,90000,Individual,Diesel,Manual,27.39,1248,74.0,5,575000,11.407576060361786
Maruti Wagon R,Maruti,Wagon R,11,31535,Dealer,LPG,Manual,14.6,998,61.6,5,265000,10.358885029392502
Maruti Swift,Maruti,Swift,3,40000,Individual,Petrol,Manual,22.0,1197,81.8,5,570000,10.596659732783579
Hyundai Grand,Hyundai,Grand,5,22000,Individual,Petrol,Manual,18.9,1197,82.0,5,520000,9.99884318585288
Honda City,Honda,City,3,14000,Dealer,Petrol,Manual,17.4,1497,117.6,5,1090000,9.546884034617925
Maruti Alto,Maruti,Alto,13,30000,Individual,Petrol,Manual,18.9,1061,47.0,5,180000,10.308985993422082
Toyota Innova,Toyota,Innova,5,80000,Individual,Diesel,Manual,12.99,2494,100.6,7,1000000,11.289794413577894
Volkswagen Polo,Volkswagen,Polo,9,80000,Individual,Diesel,Manual,22.07,1199,73.9,5,300000,11.289794413577894
Hyundai Verna,Hyundai,Verna,6,50000,Individual,Diesel,Manual,23.9,1582,126.2,5,750000,10.819798284210286
Maruti Swift Dzire,Maruti,Swift Dzire,3,140000,Individual,Diesel,Manual,28.4,1248,74.02,5,720000,11.849404844423074
Volkswagen Polo,Volkswagen,Polo,9,110000,Individual,Diesel,Manual,22.07,1199,73.9,5,320000,11.608244735642321
Maruti Alto,Maruti,Alto,4,33977,Trustmark Dealer,Petrol,Manual,24.7,796,47.3,5,299000,10.43346853534186
Maruti Swift,Maruti,Swift,8,70400,Dealer,Petrol,Manual,22.0,1197,81.8,5,425000,11.161962746590705
Maruti Alto,Maruti,Alto,4,66000,Dealer,Petrol,Manual,23.95,998,67.05,5,320000,11.097425172408931
Volkswagen Polo,Volkswagen,Polo,5,60000,Individual,Diesel,Manual,20.14,1498,88.0,5,750000,11.002116507732017
Maruti Swift,Maruti,Swift,6,31000,Dealer,Diesel,Manual,28.4,1248,74.0,5,630000,10.34177474101152
Maruti Alto,Maruti,Alto,12,80000,Individual,Petrol,Manual,19.7,796,46.3,5,250000,11.289794413577894
Ford Figo,Ford,Figo,7,93334,Dealer,Petrol,Manual,15.6,1196,70.02,5,446000,11.443950450466698
Maruti Baleno,Maruti,Baleno,3,83000,Dealer,Diesel,Manual,27.39,1248,74.0,5,645000,11.326607934898927
Maruti Alto,Maruti,Alto,9,62000,Dealer,Petrol,Manual,19.7,796,46.3,5,245000,11.034905792929415
Maruti Alto,Maruti,Alto,4,9021,Dealer,Petrol,Automatic,23.95,998,67.05,5,350000,9.107421317968342
Maruti Alto,Maruti,Alto,3,38000,Dealer,Petrol,Manual,22.74,796,47.3,5,325000,10.545367754151743
Hyundai Santro,Hyundai,Santro,1,1000,Individual,Petrol,Automatic,20.3,1086,68.07,5,550000,6.90875477931522
Honda Amaze,Honda,Amaze,6,39441,Dealer,Petrol,Manual,18.0,1198,86.7,5,475000,10.582586517370014
Honda City,Honda,City,11,59000,Individual,Petrol,Manual,17.0,1497,118.0,5,400000,10.985309671896763
Maruti Swift Dzire,Maruti,Swift Dzire,3,25000,Individual,Petrol,Manual,22.0,1197,81.8,5,650000,10.12667110305036
Mahindra XUV500,Mahindra,XUV500,6,37000,Individual,Diesel,Manual,15.1,2179,140.0,7,875000,10.518700218288165
Maruti Alto,Maruti,Alto,13,76000,Dealer,Petrol,Manual,19.7,796,46.3,5,165000,11.23850177707664
Maruti Swift,Maruti,Swift,6,42994,Dealer,Petrol,Manual,21.21,1197,81.8,5,580000,10.668839108844997
Honda City,Honda,City,5,100000,Individual,Diesel,Manual,26.0,1498,98.6,5,650000,11.51293546492023
Hyundai i20,Hyundai,i20,9,49000,Dealer,Diesel,Manual,21.9,1396,88.8,5,390000,10.799595985047786
Hyundai Creta,Hyundai,Creta,4,18000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1345000,9.798182590890704
Volkswagen Polo,Volkswagen,Polo,5,58000,Dealer,Petrol,Manual,16.2,1199,74.0,5,610000,10.968215530759236
Hyundai Creta,Hyundai,Creta,5,62000,Individual,Diesel,Manual,19.67,1582,126.2,5,950000,11.034905792929415
Honda City,Honda,City,5,78236,Dealer,Petrol,Manual,17.4,1497,117.3,5,651000,11.267497960415284
Renault KWID,Renault,KWID,5,64000,Dealer,Petrol,Manual,22.3,799,53.26,5,280000,11.06665398721974
Ford Figo,Ford,Figo,7,73500,Dealer,Diesel,Manual,20.0,1399,68.05,5,275000,11.205054290550551
Mahindra Bolero,Mahindra,Bolero,4,80000,Individual,Diesel,Manual,16.5,1493,70.0,7,750000,11.289794413577894
Toyota Innova,Toyota,Innova,8,144321,Dealer,Diesel,Manual,12.99,2494,100.6,8,975000,11.879802193293555
Honda Jazz,Honda,Jazz,6,68757,Dealer,Diesel,Manual,27.3,1498,98.6,5,640000,11.138348372395459
Maruti Swift Dzire,Maruti,Swift Dzire,6,85316,Dealer,Diesel,Manual,23.4,1248,74.0,5,580000,11.354129010223076
Mahindra Bolero,Mahindra,Bolero,6,99826,Individual,Diesel,Manual,15.96,2523,62.1,7,525000,11.51119396679208
Renault KWID,Renault,KWID,4,28000,Individual,Petrol,Manual,25.17,799,53.3,5,290000,10.239995502805316
Maruti Swift Dzire,Maruti,Swift Dzire,6,86521,Dealer,Diesel,Manual,19.3,1248,73.9,5,565000,11.368153995842357
Maruti Swift,Maruti,Swift,11,80000,Individual,Diesel,Manual,17.8,1248,75.0,5,325000,11.289794413577894
Ford Figo,Ford,Figo,11,67000,Dealer,Diesel,Manual,20.0,1399,68.05,5,275000,11.112462823634855
Skoda Rapid,Skoda,Rapid,9,103000,Dealer,Petrol,Automatic,14.3,1598,105.0,5,550000,11.542493975902508
Tata Hexa,Tata,Hexa,4,60000,Dealer,Diesel,Manual,17.6,2179,153.86,7,1200000,11.002116507732017
Hyundai i10,Hyundai,i10,11,49700,Dealer,Petrol,Automatic,19.2,1197,80.0,5,342000,10.813780332606648
Mahindra XUV500,Mahindra,XUV500,8,60000,Individual,Diesel,Manual,15.1,2179,140.0,7,544000,11.002116507732017
Maruti Alto,Maruti,Alto,3,29000,Individual,Petrol,Manual,24.7,796,47.3,5,350000,10.275085591132715
Maruti Swift Dzire,Maruti,Swift Dzire,4,75000,Dealer,Diesel,Manual,23.4,1248,74.0,5,745000,11.225256725762893
Maruti Swift,Maruti,Swift,3,50000,Individual,Diesel,Manual,28.4,1248,74.0,5,684000,10.819798284210286
Honda Jazz,Honda,Jazz,5,40000,Individual,Diesel,Manual,27.3,1498,98.6,5,680000,10.596659732783579
Tata Safari,Tata,Safari,7,88000,Dealer,Diesel,Manual,14.0,2179,138.1,7,465000,11.385103457032141
Mahindra Bolero,Mahindra,Bolero,8,65784,Dealer,Diesel,Manual,15.96,2523,62.1,7,345000,11.094147127799939
Datsun GO,Datsun,GO,5,40000,Dealer,Petrol,Manual,20.63,1198,67.0,5,335000,10.596659732783579
Toyota Innova,Toyota,Innova,10,89000,Individual,Diesel,Manual,12.8,2494,102.0,8,650000,11.39640288460621
Mahindra Bolero,Mahindra,Bolero,5,120000,Individual,Diesel,Manual,15.96,2523,62.1,7,610000,11.695255355062795
Hyundai Grand,Hyundai,Grand,2,4800,Individual,Petrol,Manual,18.9,1197,81.86,5,550000,8.476579508530941
Maruti Swift,Maruti,Swift,5,40000,Individual,Petrol,Manual,20.4,1197,81.8,5,350000,10.596659732783579
Skoda Rapid,Skoda,Rapid,2,35000,Individual,Diesel,Manual,21.13,1498,108.6,5,950000,10.463131911491967
Hyundai i20,Hyundai,i20,4,12000,Dealer,Petrol,Manual,18.6,1197,81.83,5,745000,9.392745258631441
Maruti Alto,Maruti,Alto,1,11000,Individual,Petrol,Manual,22.05,796,47.3,5,350000,9.305741456739435
Honda City,Honda,City,5,60000,Individual,Petrol,Manual,17.8,1497,117.3,5,850000,11.002116507732017
Maruti Swift Dzire,Maruti,Swift Dzire,5,84000,Dealer,Diesel,Manual,26.59,1248,74.0,5,465000,11.338583982516495
Honda CR-V,Honda,CR-V,13,120000,Dealer,Petrol,Automatic,10.1,2354,152.0,5,600000,11.695255355062795
Skoda Octavia,Skoda,Octavia,18,120340,Dealer,Diesel,Manual,18.7,1896,66.0,5,200000,11.698084658528748
Hyundai Grand,Hyundai,Grand,5,80000,Individual,Diesel,Manual,24.0,1120,70.0,5,480000,11.289794413577894
Maruti Wagon R,Maruti,Wagon R,6,72000,Dealer,Petrol,Manual,18.9,998,67.1,5,341000,11.184435286790631
Renault KWID,Renault,KWID,5,53000,Individual,Petrol,Manual,25.17,799,53.3,5,230000,10.87806606028079
Hyundai i20,Hyundai,i20,9,100000,Individual,Diesel,Manual,23.0,1396,90.0,5,450000,11.51293546492023
Maruti Ciaz,Maruti,Ciaz,5,40000,Individual,Diesel,Manual,28.09,1248,88.5,5,850000,10.596659732783579
Toyota Innova,Toyota,Innova,5,70001,Dealer,Diesel,Manual,12.99,2494,100.6,7,975000,11.156279092051912
Mahindra Bolero,Mahindra,Bolero,1,30000,Individual,Diesel,Manual,16.5,1493,70.0,7,790000,10.308985993422082
Hyundai i20,Hyundai,i20,5,32959,Dealer,Diesel,Manual,22.54,1396,88.73,5,681000,10.403049984023408
Honda Jazz,Honda,Jazz,4,34000,Dealer,Petrol,Automatic,18.2,1199,88.7,5,550000,10.434145214930487
Volkswagen Vento,Volkswagen,Vento,8,45000,Individual,Petrol,Manual,15.04,1598,103.2,5,400000,10.714439990727769
Maruti Celerio,Maruti,Celerio,2,18500,Dealer,Petrol,Automatic,21.63,998,67.0,5,575000,9.825580063659602
Volkswagen Polo,Volkswagen,Polo,8,59000,Dealer,Petrol,Manual,16.47,1198,74.0,5,350000,10.985309671896763
Maruti Celerio,Maruti,Celerio,5,50000,Individual,Petrol,Manual,23.1,998,67.04,5,400000,10.819798284210286
BMW 3,BMW,3,10,35000,Dealer,Diesel,Automatic,16.07,1995,181.0,5,1150000,10.463131911491967
Maruti Alto,Maruti,Alto,9,25000,Individual,Petrol,Manual,20.92,998,67.1,5,200000,10.12667110305036
Volkswagen Polo,Volkswagen,Polo,10,70000,Individual,Petrol,Manual,16.47,1198,73.9,5,380000,11.156264806643742
Datsun GO,Datsun,GO,6,30000,Individual,Petrol,Manual,20.63,1198,67.0,5,225000,10.308985993422082
Hyundai Verna,Hyundai,Verna,3,44000,Individual,Petrol,Manual,17.0,1591,121.3,5,900000,10.691967639914864
Maruti Swift Dzire,Maruti,Swift Dzire,3,100000,Individual,Petrol,Manual,19.0,1197,85.8,5,375000,11.51293546492023
Toyota Innova,Toyota,Innova,11,163876,Dealer,Diesel,Manual,12.8,2494,102.0,8,675000,12.006871425415632
Toyota Innova,Toyota,Innova,8,151000,Individual,Diesel,Manual,12.99,2494,100.0,7,750000,11.92504173829169
Maruti Swift Dzire,Maruti,Swift Dzire,2,20000,Individual,Petrol,Manual,22.0,1197,81.8,5,610000,9.90353755128617
Maruti Dzire VXI,Maruti,Dzire VXI,12,91200,Dealer,Petrol,Manual,23.26,1197,88.5,5,280000,11.420821140914589
Datsun redi-GO,Datsun,redi-GO,4,50500,Dealer,Petrol,Manual,20.71,799,53.64,5,250000,10.829748417047593
Maruti Alto,Maruti,Alto,2,5000,Individual,Petrol,Manual,23.95,998,67.05,5,355000,8.517393171418904
Renault KWID,Renault,KWID,5,60000,Dealer,Petrol,Manual,25.17,799,53.3,5,270000,11.002116507732017
Hyundai i20,Hyundai,i20,8,77000,Dealer,Diesel,Manual,23.0,1396,90.0,5,455000,11.251573687764477
Maruti Swift Dzire,Maruti,Swift Dzire,6,32524,Dealer,Petrol,Manual,19.0,1197,85.8,5,560000,10.389764303380707
Maruti Ertiga,Maruti,Ertiga,4,60000,Individual,Diesel,Manual,24.52,1248,88.5,7,800000,11.002116507732017
Honda Amaze,Honda,Amaze,8,65675,Dealer,Diesel,Manual,25.8,1498,98.6,5,490000,11.09248884093192
Tata Tiago,Tata,Tiago,5,70000,Individual,Petrol,Manual,23.84,1199,84.0,5,285000,11.156264806643742
Honda City,Honda,City,9,47321,Dealer,Petrol,Manual,17.4,1497,117.3,5,349000,10.764730582626045
Maruti Ciaz,Maruti,Ciaz,5,42564,Dealer,Diesel,Manual,28.09,1248,88.5,5,485000,10.658787598318158
Maruti Baleno,Maruti,Baleno,5,30000,Individual,Diesel,Manual,27.39,1248,74.0,5,585000,10.308985993422082
Tata Nexon,Tata,Nexon,2,18593,Dealer,Petrol,Manual,17.0,1198,108.5,5,675000,9.830594227015803
Honda City,Honda,City,7,90000,Individual,Diesel,Manual,25.1,1498,98.6,5,550000,11.407576060361786
Datsun GO,Datsun,GO,5,70000,Individual,Petrol,Manual,20.63,1198,67.0,5,180000,11.156264806643742
Maruti Baleno,Maruti,Baleno,1,25000,Individual,Petrol,Manual,21.01,1197,81.8,5,700000,10.12667110305036
Maruti Ertiga,Maruti,Ertiga,5,21600,Dealer,Petrol,Manual,17.5,1373,91.1,7,725000,9.980494888896912
Maruti Swift Dzire,Maruti,Swift Dzire,9,60000,Individual,Petrol,Manual,17.5,1298,85.8,5,350000,11.002116507732017
Honda City,Honda,City,7,63339,Dealer,Diesel,Manual,26.0,1498,98.6,5,675000,11.056272320092631
Datsun RediGO,Datsun,RediGO,5,18000,Dealer,Petrol,Manual,22.7,799,53.64,5,285000,9.798182590890704
Maruti Swift Dzire,Maruti,Swift Dzire,8,41170,Dealer,Petrol,Manual,19.1,1197,85.8,5,380000,10.625489404000177
Honda WR-V,Honda,WR-V,3,15799,Dealer,Petrol,Manual,17.5,1199,88.7,5,749000,9.667765219015058
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,59000,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1280000,10.985309671896763
Maruti Swift,Maruti,Swift,6,45000,Dealer,Diesel,Manual,28.4,1248,74.0,5,475000,10.714439990727769
Maruti Swift Dzire,Maruti,Swift Dzire,3,40000,Dealer,Petrol,Manual,21.21,1197,81.8,5,600000,10.596659732783579
Skoda Octavia,Skoda,Octavia,4,31001,Dealer,Diesel,Automatic,19.5,1968,141.0,5,1399000,10.34180699751524
Maruti Wagon R,Maruti,Wagon R,5,21517,Dealer,Petrol,Manual,18.9,998,67.1,5,315000,9.976645073153854
Maruti Swift Dzire,Maruti,Swift Dzire,8,50000,Dealer,Petrol,Manual,19.1,1197,85.8,5,375000,10.819798284210286
Hyundai Creta,Hyundai,Creta,3,10000,Individual,Petrol,Manual,15.29,1591,121.3,5,1235000,9.210440366976517
Honda Amaze,Honda,Amaze,5,44340,Dealer,Diesel,Manual,25.8,1498,98.6,5,715000,10.699665035915537
Ford Ecosport,Ford,Ecosport,6,36497,Dealer,Diesel,Manual,21.7,1498,98.96,5,550000,10.505012743548761
Ford Figo,Ford,Figo,10,90000,Individual,Diesel,Manual,20.0,1399,68.0,5,230000,11.407576060361786
Maruti Swift Dzire,Maruti,Swift Dzire,11,46100,Individual,Petrol,Automatic,21.21,1197,81.8,5,280000,10.738589920723442
Maruti Ciaz,Maruti,Ciaz,4,35700,Dealer,Diesel,Manual,28.09,1248,88.5,5,650000,10.482933978579906
Maruti Swift Dzire,Maruti,Swift Dzire,3,35000,Individual,Petrol,Manual,21.21,1197,81.8,5,550000,10.463131911491967
Maruti Ertiga,Maruti,Ertiga,7,119000,Dealer,Diesel,Manual,20.77,1248,88.8,7,700000,11.686887175419702
Maruti Wagon R,Maruti,Wagon R,12,48192,Dealer,Petrol,Manual,18.9,1061,67.0,5,200000,10.782969061276285
Ford Ecosport,Ford,Ecosport,3,53000,Individual,Diesel,Manual,23.0,1498,98.96,5,1100000,10.87806606028079
Maruti Swift Dzire,Maruti,Swift Dzire,6,120000,Individual,Diesel,Manual,26.59,1248,74.0,5,500000,11.695255355062795
Honda City,Honda,City,7,80000,Individual,Diesel,Manual,25.1,1498,98.6,5,575000,11.289794413577894
Renault Duster,Renault,Duster,9,50000,Individual,Diesel,Manual,19.01,1461,108.45,5,375000,10.819798284210286
Maruti Alto,Maruti,Alto,4,15554,Dealer,Petrol,Manual,22.05,796,47.3,5,310000,9.652137409331738
Maruti Swift,Maruti,Swift,5,86448,Dealer,Diesel,Manual,28.4,1248,74.0,5,525000,11.367309923664546
Maruti Swift,Maruti,Swift,11,87000,Individual,Diesel,Manual,17.8,1248,75.0,5,205000,11.373674891823535
Mahindra XUV500,Mahindra,XUV500,6,110000,Individual,Diesel,Manual,15.1,2179,140.0,7,850000,11.608244735642321
Maruti Swift Dzire,Maruti,Swift Dzire,6,60000,Individual,Diesel,Manual,26.59,1248,74.0,5,500000,11.002116507732017
Hyundai Verna,Hyundai,Verna,4,23211,Dealer,Diesel,Manual,23.9,1582,126.2,5,825000,10.052424665310498
Honda Amaze,Honda,Amaze,2,16000,Individual,Petrol,Manual,19.5,1199,88.76,5,725000,9.680406499268875
Honda City,Honda,City,4,80000,Individual,Diesel,Manual,26.0,1498,98.6,5,750000,11.289794413577894
Mahindra KUV,Mahindra,KUV,5,30000,Dealer,Diesel,Manual,25.32,1198,77.0,6,580000,10.308985993422082
Maruti Wagon R,Maruti,Wagon R,10,57000,Dealer,CNG,Manual,26.2,998,58.2,5,220000,10.950824090522445
Honda City,Honda,City,7,233000,Individual,Diesel,Manual,25.1,1498,98.6,5,500000,12.358798024384122
Honda City,Honda,City,9,29512,Dealer,Petrol,Manual,16.8,1497,116.3,5,380000,10.292586123223995
Maruti Swift Dzire,Maruti,Swift Dzire,7,100000,Individual,Diesel,Manual,23.4,1248,74.0,5,450000,11.51293546492023
Hyundai Grand,Hyundai,Grand,6,39000,Dealer,Petrol,Manual,18.9,1197,82.0,5,410000,10.571342565808699
Volkswagen Vento,Volkswagen,Vento,11,41000,Dealer,Diesel,Manual,20.54,1598,103.6,5,285000,10.62135173563291
Maruti Alto,Maruti,Alto,6,42000,Dealer,Petrol,Manual,23.95,998,67.05,5,285000,10.645448706505872
Ford Ecosport,Ford,Ecosport,5,50000,Dealer,Diesel,Manual,21.7,1498,98.96,5,650000,10.819798284210286
Honda Jazz,Honda,Jazz,11,42000,Dealer,Petrol,Manual,16.0,1198,90.0,5,280000,10.645448706505872
Hyundai i10,Hyundai,i10,9,80000,Individual,Petrol,Manual,19.81,1086,68.05,5,210000,11.289794413577894
Maruti Wagon R,Maruti,Wagon R,6,60000,Individual,Petrol,Manual,20.51,998,67.04,5,310000,11.002116507732017
Skoda Superb,Skoda,Superb,11,50000,Individual,Petrol,Automatic,12.6,1798,161.6,5,375000,10.819798284210286
Hyundai Verna,Hyundai,Verna,6,30337,Dealer,Petrol,Manual,17.1,1591,121.3,5,569000,10.320156331151617
Hyundai i20,Hyundai,i20,3,39000,Dealer,Diesel,Manual,22.54,1396,88.73,5,625000,10.571342565808699
Hyundai Santro,Hyundai,Santro,14,40000,Individual,Petrol,Manual,17.92,1086,62.1,5,95000,10.596659732783579
Maruti Vitara,Maruti,Vitara,4,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,810000,10.596659732783579
Honda Jazz,Honda,Jazz,5,19000,Dealer,Diesel,Manual,27.3,1498,98.6,5,490000,9.852246888342531
Maruti Vitara,Maruti,Vitara,5,75000,Individual,Diesel,Manual,24.3,1248,88.5,5,825000,11.225256725762893
Hyundai Verna,Hyundai,Verna,5,48000,Dealer,Diesel,Manual,23.9,1582,126.2,5,650000,10.778977123006351
Tata Tiago,Tata,Tiago,3,40000,Individual,Diesel,Manual,27.28,1047,69.0,5,350000,10.596659732783579
Maruti Ciaz,Maruti,Ciaz,6,103000,Individual,Diesel,Manual,28.09,1248,88.5,5,530000,11.542493975902508
Honda WR-V,Honda,WR-V,3,15797,Dealer,Diesel,Manual,25.5,1498,98.6,5,825000,9.667638628724365
Ford Ecosport,Ford,Ecosport,4,115000,Dealer,Diesel,Manual,23.0,1498,98.96,5,650000,11.652696102959753
Tata Safari,Tata,Safari,2,30000,Individual,Diesel,Manual,14.1,2179,153.86,7,1270000,10.308985993422082
Maruti Vitara,Maruti,Vitara,3,31000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,849000,10.34177474101152
Honda Amaze,Honda,Amaze,8,47277,Dealer,Diesel,Manual,25.8,1498,98.6,5,399000,10.763800350000826
Maruti Ciaz,Maruti,Ciaz,5,28963,Dealer,Diesel,Manual,28.09,1248,88.5,5,600000,10.273808958508711
Maruti Swift Dzire,Maruti,Swift Dzire,4,31000,Dealer,Petrol,Manual,20.85,1197,83.14,5,650000,10.34177474101152
Maruti Wagon R,Maruti,Wagon R,16,29957,Dealer,Petrol,Manual,18.9,998,67.1,5,150000,10.307551679728665
Maruti Ertiga,Maruti,Ertiga,5,44160,Dealer,Diesel,Manual,24.52,1248,88.5,7,670000,10.69559732562212
Maruti Swift Dzire,Maruti,Swift Dzire,9,55000,Dealer,Diesel,Manual,19.3,1248,73.9,5,325000,10.915106645867503
Honda Jazz,Honda,Jazz,6,51000,Individual,Petrol,Automatic,19.0,1199,88.7,5,560000,10.839600519357369
Maruti Swift Dzire,Maruti,Swift Dzire,5,23211,Dealer,Petrol,Manual,20.85,1197,83.14,5,535000,10.052424665310498
Volkswagen Polo,Volkswagen,Polo,6,23569,Dealer,Petrol,Manual,16.2,1199,74.0,5,425000,10.067729995930177
Ford Ecosport,Ford,Ecosport,7,95000,Dealer,Diesel,Manual,22.7,1498,89.84,5,425000,11.461642696843066
Renault KWID,Renault,KWID,4,15000,Individual,Petrol,Manual,23.01,999,67.0,5,350000,9.61587214452889
Hyundai Grand,Hyundai,Grand,5,37902,Dealer,Petrol,Manual,18.9,1197,82.0,5,450000,10.542785543610696
Maruti Ertiga,Maruti,Ertiga,9,90000,Individual,Diesel,Manual,20.77,1248,88.8,7,520000,11.407576060361786
Mahindra Scorpio,Mahindra,Scorpio,12,120000,Individual,Diesel,Manual,12.05,2179,120.0,7,400000,11.695255355062795
Hyundai i10,Hyundai,i10,10,58519,Dealer,Petrol,Manual,19.81,1086,68.05,5,260000,10.97712385513406
Hyundai Creta,Hyundai,Creta,6,65000,Dealer,Diesel,Manual,19.67,1582,126.2,5,849000,11.082157933374816
Mahindra XUV500,Mahindra,XUV500,6,59706,Dealer,Diesel,Manual,15.1,2179,140.0,7,875000,10.997204545438429
Hyundai i20,Hyundai,i20,5,50000,Dealer,Diesel,Manual,21.19,1396,88.73,5,550000,10.819798284210286
Ford Freestyle,Ford,Freestyle,3,30000,Individual,Petrol,Manual,19.0,1194,94.68,5,630000,10.308985993422082
Ford Ecosport,Ford,Ecosport,4,11448,Individual,Petrol,Manual,17.0,1497,121.36,5,700000,9.345657668923812
Honda WR-V,Honda,WR-V,4,31031,Dealer,Diesel,Manual,25.5,1498,98.6,5,725000,10.342774209119803
Hyundai Grand,Hyundai,Grand,4,40813,Dealer,Petrol,Manual,18.9,1197,81.86,5,450000,10.61678043878903
Maruti Wagon R,Maruti,Wagon R,9,37300,Dealer,Petrol,Manual,18.9,998,67.1,5,275000,10.526775414924009
Volkswagen Polo,Volkswagen,Polo,6,47000,Individual,Diesel,Manual,20.14,1498,88.8,5,450000,10.757924157061597
Honda City,Honda,City,13,46252,Dealer,Petrol,Manual,17.7,1497,78.0,5,225000,10.741881605701801
Hyundai Grand,Hyundai,Grand,2,35000,Individual,Diesel,Manual,24.0,1186,73.97,5,575000,10.463131911491967
Maruti Alto,Maruti,Alto,3,5000,Individual,Petrol,Manual,24.7,796,47.3,5,300000,8.517393171418904
Maruti Swift Dzire,Maruti,Swift Dzire,7,33000,Dealer,Petrol,Manual,19.1,1197,85.8,5,395000,10.404293143019792
Hyundai i20,Hyundai,i20,5,52000,Dealer,Diesel,Manual,22.54,1396,88.73,5,625000,10.859018228147887
Honda City,Honda,City,9,55000,Dealer,Petrol,Manual,16.8,1497,116.3,5,379000,10.915106645867503
Maruti Swift,Maruti,Swift,9,76000,Dealer,Diesel,Manual,22.9,1248,74.0,5,425000,11.23850177707664
Maruti Swift Dzire,Maruti,Swift Dzire,8,90000,Individual,Diesel,Manual,23.4,1248,74.0,5,370000,11.407576060361786
Ford Aspire,Ford,Aspire,4,25000,Individual,Diesel,Manual,25.83,1498,99.0,5,615000,10.12667110305036
Maruti Swift Dzire,Maruti,Swift Dzire,9,60000,Dealer,Diesel,Manual,19.3,1248,73.9,5,370000,11.002116507732017
Maruti Swift,Maruti,Swift,3,34000,Dealer,Diesel,Automatic,28.4,1248,74.0,5,725000,10.434145214930487
Maruti Eeco,Maruti,Eeco,8,18000,Individual,Petrol,Manual,15.37,1196,73.0,7,225000,9.798182590890704
Hyundai i10,Hyundai,i10,11,60000,Individual,Petrol,Manual,20.36,1197,78.9,5,190000,11.002116507732017
Hyundai i20,Hyundai,i20,5,64000,Individual,Diesel,Manual,22.54,1396,88.73,5,535000,11.06665398721974
Ford Aspire,Ford,Aspire,3,57350,Individual,Diesel,Manual,25.83,1498,99.0,5,659000,10.956945559197129
Hyundai i10,Hyundai,i10,9,46100,Dealer,Petrol,Manual,20.36,1197,78.9,5,270000,10.738589920723442
Maruti Swift Dzire,Maruti,Swift Dzire,6,25000,Individual,Petrol,Manual,20.85,1197,83.14,5,460000,10.12667110305036
Hyundai Grand,Hyundai,Grand,6,30000,Individual,Diesel,Manual,24.0,1120,70.0,5,335000,10.308985993422082
Maruti Alto,Maruti,Alto,9,21000,Individual,Petrol,Manual,19.7,796,46.3,5,140000,9.952325334619427
Maruti Alto,Maruti,Alto,2,30000,Individual,Petrol,Manual,23.95,998,67.05,5,350000,10.308985993422082
Maruti Alto,Maruti,Alto,3,25000,Individual,Petrol,Manual,24.7,796,47.3,5,255000,10.12667110305036
Maruti Ertiga,Maruti,Ertiga,5,42000,Dealer,Diesel,Manual,24.52,1248,88.5,7,699000,10.645448706505872
Maruti Wagon R,Maruti,Wagon R,10,120000,Individual,Petrol,Manual,18.9,998,67.1,5,192000,11.695255355062795
Ford Figo,Ford,Figo,7,61000,Dealer,Diesel,Manual,20.0,1399,68.05,5,420000,11.0186455364637
Tata Nexon,Tata,Nexon,2,17000,Individual,Diesel,Manual,21.5,1497,108.5,5,715000,9.741027444837728
Maruti Wagon R,Maruti,Wagon R,15,64000,Dealer,Petrol,Manual,21.79,998,67.05,5,120000,11.06665398721974
Hyundai Creta,Hyundai,Creta,1,1500,Individual,Petrol,Manual,15.8,1591,121.3,5,955000,7.313886831633462
Hyundai Creta,Hyundai,Creta,2,15000,Individual,Petrol,Manual,15.8,1591,121.3,5,1200000,9.61587214452889
Maruti Swift,Maruti,Swift,13,60000,Individual,Petrol,Manual,16.1,1298,88.2,5,190000,11.002116507732017
Maruti Ertiga,Maruti,Ertiga,2,40000,Individual,Diesel,Manual,24.2,1498,93.87,7,950000,10.596659732783579
Datsun RediGO,Datsun,RediGO,4,21696,Dealer,Petrol,Manual,22.7,799,53.64,5,290000,9.984929281123371
