car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,log_price,price_per_km,log_km,engine_per_seat
Volkswagen Polo,Volkswagen,Polo,9,55000,Dealer,Diesel,Manual,22.07,1199,73.9,5,210000,12.25486757159303,3.8181818181818183,10.915106645867503,239.8
Mahindra Bolero,Mahindra,Bolero,12,120000,Individual,Diesel,Manual,13.6,2523,63.0,7,525000,13.171155446333852,4.375,11.695255355062795,360.42857142857144
Renault KWID,Renault,KWID,4,18000,Dealer,Petrol,Manual,23.01,999,67.0,5,265000,12.487488878546145,14.722222222222221,9.798182590890704,199.8
Maruti Wagon R,Maruti,Wagon R,5,40000,Individual,Petrol,Manual,20.51,998,67.04,5,300000,12.611541086966115,7.5,10.596659732783579,199.6
Honda City,Honda,City,6,75000,Dealer,Diesel,Manual,26.0,1498,98.6,5,650000,13.384729180332174,8.666666666666666,11.225256725762893,299.6
Hyundai i20,Hyundai,i20,9,80000,Individual,Diesel,Manual,21.9,1396,88.76,5,300000,12.611541086966115,3.75,11.289794413577894,279.2
Mahindra KUV,Mahindra,KUV,0,30000,Individual,Petrol,Manual,18.15,1198,82.0,6,400000,12.899222326086994,13.333333333333334,10.308985993422082,199.66666666666666
Maruti Ertiga,Maruti,Ertiga,8,90000,Individual,Diesel,Manual,20.77,1248,88.8,7,660000,13.399996629152975,7.333333333333333,11.407576060361786,178.28571428571428
Maruti Alto,Maruti,Alto,12,46500,Individual,Petrol,Manual,19.7,796,46.3,5,130000,11.775297421715827,2.795698924731183,10.747229096720554,159.2
Maruti Swift Dzire,Maruti,Swift Dzire,6,36908,Dealer,Diesel,Manual,28.4,1248,74.02,5,500000,13.122365377402328,13.54719843936274,10.516210702728278,249.6
Maruti Swift Dzire,Maruti,Swift Dzire,6,60000,Individual,Diesel,Manual,26.59,1248,74.0,5,620000,13.3374763699232,10.333333333333334,11.002116507732017,249.6
Honda WR-V,Honda,WR-V,4,22000,Dealer,Diesel,Manual,25.5,1498,98.6,5,890000,13.698977865303197,40.45454545454545,9.99884318585288,299.6
Volkswagen Vento,Volkswagen,Vento,8,193000,Individual,Diesel,Manual,20.54,1598,103.6,5,272000,12.513561021741964,1.4093264248704662,12.170450649220749,319.6
Hyundai i20,Hyundai,i20,5,20000,Individual,Diesel,Manual,22.54,1396,88.73,5,650000,13.384729180332174,32.5,9.90353755128617,279.2
Maruti Alto,Maruti,Alto,3,20000,Individual,Petrol,Manual,23.95,998,67.05,5,340000,12.73670383776449,17.0,9.90353755128617,199.6
Renault KWID,Renault,KWID,5,25500,Individual,Petrol,Manual,23.01,999,67.0,5,270000,12.506180941677357,10.588235294117647,10.146472946063877,199.8
Mahindra Marazzo,Mahindra,Marazzo,2,15000,Individual,Diesel,Manual,17.3,1497,121.0,7,980000,13.795308871054397,65.33333333333333,9.61587214452889,213.85714285714286
Mahindra Bolero,Mahindra,Bolero,4,90000,Individual,Diesel,Manual,15.96,2523,63.0,9,750000,13.527829818844937,8.333333333333334,11.407576060361786,280.3333333333333
Mahindra Scorpio,Mahindra,Scorpio,4,50000,Individual,Diesel,Manual,15.4,1997,120.0,7,970000,13.785052381406869,19.4,10.819798284210286,285.2857142857143
Mahindra XUV500,Mahindra,XUV500,6,70765,Dealer,Diesel,Manual,16.0,2179,140.0,7,1085000,13.897091466615258,15.332438352292801,11.16713393834768,311.2857142857143
Maruti Swift Dzire,Maruti,Swift Dzire,12,56000,Dealer,Petrol,Manual,17.5,1298,85.8,5,325000,12.691583538230217,5.803571428571429,10.933124826700707,259.6
Maruti Swift,Maruti,Swift,10,40000,Individual,Petrol,Manual,16.6,1197,85.0,5,280000,12.54254845357358,7.0,10.596659732783579,239.4
Maruti Ertiga,Maruti,Ertiga,6,120000,Individual,Diesel,Manual,20.77,1248,88.8,7,750000,13.527829818844937,6.25,11.695255355062795,178.28571428571428
Maruti Wagon R,Maruti,Wagon R,11,80000,Individual,Petrol,Manual,18.9,1061,67.0,5,150000,11.918397239722838,1.875,11.289794413577894,212.2
Mahindra XUV500,Mahindra,XUV500,8,70000,Individual,Diesel,Manual,15.1,2179,140.0,7,725000,13.493928313146206,10.357142857142858,11.156264806643742,311.2857142857143
Hyundai i20,Hyundai,i20,6,20000,Individual,Petrol,Manual,18.6,1197,81.83,5,486000,13.093965960493682,24.3,9.90353755128617,239.4
Hyundai Verna,Hyundai,Verna,2,26000,Dealer,Petrol,Manual,17.01,1591,121.3,5,950000,13.76421831620775,36.53846153846154,10.165890277802454,318.2
Hyundai Grand,Hyundai,Grand,3,62728,Individual,Petrol,Manual,18.9,1197,81.86,5,475000,13.07107218827772,7.572375972452494,11.046579139627841,239.4
Maruti Wagon R,Maruti,Wagon R,16,40000,Individual,Petrol,Manual,18.9,998,67.1,5,75000,11.225256725762893,1.875,10.596659732783579,199.6
Mahindra KUV,Mahindra,KUV,5,80000,Individual,Diesel,Manual,25.32,1198,77.0,6,380000,12.847929163278053,4.75,11.289794413577894,199.66666666666666
Volkswagen Vento,Volkswagen,Vento,5,61000,Dealer,Petrol,Manual,15.04,1598,103.2,5,640000,13.369225017834633,10.491803278688524,11.0186455364637,319.6
Hyundai i20,Hyundai,i20,3,20000,Individual,Petrol,Manual,18.6,1197,81.83,5,650000,13.384729180332174,32.5,9.90353755128617,239.4
Honda City,Honda,City,8,47000,Dealer,Petrol,Manual,16.8,1497,116.3,5,400000,12.899222326086994,8.51063829787234,10.757924157061597,299.4
Ford Figo,Ford,Figo,10,39568,Dealer,Petrol,Manual,15.6,1196,70.0,5,179000,12.095146671399466,4.523857662757784,10.585801262389678,239.2
Hyundai i10,Hyundai,i10,6,48429,Dealer,Petrol,Manual,20.36,1197,78.9,5,315000,12.660331092405906,6.504367217989222,10.787874735397274,239.4
Tata Safari,Tata,Safari,8,50000,Individual,Diesel,Manual,14.0,2179,138.1,7,800000,13.592368256649284,16.0,10.819798284210286,311.2857142857143
Hyundai Creta,Hyundai,Creta,6,110000,Individual,Diesel,Manual,19.67,1582,126.2,5,800000,13.592368256649284,7.2727272727272725,11.608244735642321,316.4
Honda Amaze,Honda,Amaze,5,47000,Dealer,Petrol,Automatic,18.1,1199,88.7,5,550000,13.217675375388819,11.702127659574469,10.757924157061597,239.8
Mahindra Bolero,Mahindra,Bolero,5,50000,Individual,Diesel,Manual,16.5,1493,70.0,7,650000,13.384729180332174,13.0,10.819798284210286,213.28571428571428
Maruti Swift,Maruti,Swift,3,32099,Dealer,Diesel,Manual,17.8,1248,75.0,5,500000,13.122365377402328,15.57680924639397,10.376611309118108,249.6
Hyundai Verna,Hyundai,Verna,8,45000,Individual,Diesel,Manual,22.32,1582,126.32,5,495000,13.112315061750808,11.0,10.714439990727769,316.4
Renault Duster,Renault,Duster,6,58000,Dealer,Diesel,Manual,20.45,1461,83.8,5,490000,13.102162710901053,8.448275862068966,10.968215530759236,292.2
Tata Safari,Tata,Safari,8,50000,Individual,Diesel,Manual,11.57,2179,138.1,7,550000,13.217675375388819,11.0,10.819798284210286,311.2857142857143
Hyundai i20,Hyundai,i20,3,35000,Individual,Diesel,Manual,22.54,1396,88.73,5,650000,13.384729180332174,18.571428571428573,10.463131911491967,279.2
Hyundai i20,Hyundai,i20,4,30000,Individual,Petrol,Manual,18.6,1197,81.83,5,635000,13.361381852676738,21.166666666666668,10.308985993422082,239.4
Renault KWID,Renault,KWID,5,20000,Individual,Petrol,Manual,25.17,799,53.3,5,300000,12.611541086966115,15.0,9.90353755128617,159.8
Maruti Wagon R,Maruti,Wagon R,3,70000,Individual,CNG,Manual,26.6,998,58.16,5,380000,12.847929163278053,5.428571428571429,11.156264806643742,199.6
Maruti Baleno,Maruti,Baleno,2,4104,Dealer,Petrol,Manual,21.4,1197,83.1,5,675000,13.42246945133505,164.47368421052633,8.31996102188653,239.4
Hyundai Creta,Hyundai,Creta,4,60000,Individual,Diesel,Manual,21.38,1396,88.7,5,900000,13.710151153416941,15.0,11.002116507732017,279.2
Toyota Innova,Toyota,Innova,8,119970,Individual,Diesel,Manual,12.99,2494,100.0,8,750000,13.527829818844937,6.25156289072268,11.695005325891422,311.75
Honda City,Honda,City,4,48030,Dealer,Diesel,Manual,25.6,1498,97.9,5,1270000,14.054528245836039,26.44180720383094,10.779601914762763,299.6
Mahindra Scorpio,Mahindra,Scorpio,7,120000,Individual,Diesel,Manual,15.4,2179,120.0,8,450000,13.017005083966255,3.75,11.695255355062795,272.375
Hyundai Grand,Hyundai,Grand,10,65000,Dealer,CNG,Manual,25.0,1197,82.0,5,245000,12.409017571151187,3.769230769230769,11.082157933374816,239.4
Hyundai Creta,Hyundai,Creta,5,45000,Dealer,Diesel,Manual,21.38,1396,88.7,5,925000,13.73755009757506,20.555555555555557,10.714439990727769,279.2
Toyota Innova,Toyota,Innova,3,58000,Dealer,Diesel,Manual,13.68,2393,147.8,8,1450000,14.187074804051692,25.0,10.968215530759236,299.125
Toyota Yaris,Toyota,Yaris,3,28000,Dealer,Petrol,Automatic,18.1,1496,105.94,5,950000,13.76421831620775,33.92857142857143,10.239995502805316,299.2
Maruti Alto,Maruti,Alto,3,25000,Individual,Petrol,Manual,24.7,796,47.3,5,275000,12.524530013005734,11.0,10.12667110305036,159.2
Honda Amaze,Honda,Amaze,3,11000,Dealer,Petrol,Automatic,15.5,1198,86.7,5,820000,13.617060838751888,74.54545454545455,9.305741456739435,239.6
Honda City,Honda,City,8,7979,Dealer,Petrol,Manual,16.8,1497,116.4,5,525000,13.171155446333852,65.79771901240757,8.984693690443855,299.4
Maruti Celerio,Maruti,Celerio,3,14500,Individual,Petrol,Manual,23.1,998,67.04,5,400000,12.899222326086994,27.586206896551722,9.581972891547895,199.6
Renault KWID,Renault,KWID,4,25000,Individual,Petrol,Manual,25.17,799,53.3,5,300000,12.611541086966115,12.0,10.12667110305036,159.8
Maruti Swift,Maruti,Swift,7,73000,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000,12.959846800844963,5.821917808219178,11.19822841866684,249.6
Maruti Ciaz,Maruti,Ciaz,5,39000,Dealer,Diesel,Manual,28.09,1248,88.5,5,549000,13.215855541983634,14.076923076923077,10.571342565808699,249.6
Toyota Innova,Toyota,Innova,9,99099,Dealer,Diesel,Manual,12.8,2494,102.0,8,700000,13.45883704259595,7.063643427279791,11.50388472031808,311.75
Maruti Swift Dzire,Maruti,Swift Dzire,3,100000,Individual,Diesel,Automatic,28.4,1248,74.02,5,730000,13.500801182986649,7.3,11.51293546492023,249.6
Honda Amaze,Honda,Amaze,6,44000,Individual,Diesel,Manual,25.8,1498,98.6,5,450000,13.017005083966255,10.227272727272727,10.691967639914864,299.6
Ford Figo,Ford,Figo,10,40000,Individual,Diesel,Manual,20.0,1399,68.0,5,150000,11.918397239722838,3.75,10.596659732783579,279.8
Volkswagen Polo,Volkswagen,Polo,7,31993,Dealer,Diesel,Manual,20.14,1498,88.8,5,349000,12.762830066509972,10.90863626418279,10.373303664201542,299.6
Hyundai i20,Hyundai,i20,6,20000,Individual,Petrol,Manual,18.6,1197,81.83,5,480000,13.081543466215237,24.0,9.90353755128617,239.4
Mahindra Bolero,Mahindra,Bolero,13,500000,Individual,Diesel,Manual,13.6,2523,63.0,7,200000,12.206077645517674,0.4,13.122365377402328,360.42857142857144
Maruti Celerio,Maruti,Celerio,7,67232,Dealer,Petrol,Manual,23.1,998,67.04,5,350000,12.765691290604371,5.205854355069015,11.115919477403699,199.6
Toyota Innova,Toyota,Innova,10,88001,Dealer,Diesel,Manual,12.8,2494,102.0,8,695000,13.451668563394815,7.897637526846286,11.38511482047481,311.75
Hyundai Verna,Hyundai,Verna,6,57000,Dealer,Diesel,Manual,22.32,1582,126.32,5,599000,13.303018546545275,10.508771929824562,10.950824090522445,316.4
Maruti Wagon R,Maruti,Wagon R,14,51012,Dealer,LPG,Manual,26.2,998,58.2,5,175000,12.07254696717504,3.430565357170862,10.839835781185261,199.6
Hyundai i20,Hyundai,i20,3,72500,Individual,Diesel,Manual,21.19,1396,88.73,5,650000,13.384729180332174,8.96551724137931,11.19135563385109,279.2
Maruti Wagon R,Maruti,Wagon R,12,50000,Individual,LPG,Manual,17.3,1061,57.5,5,145000,11.884495917930655,2.9,10.819798284210286,212.2
Tata Safari,Tata,Safari,10,87000,Individual,Diesel,Manual,11.57,2179,138.1,7,250000,12.429220196836383,2.8735632183908044,11.373674891823535,311.2857142857143
Maruti Alto,Maruti,Alto,4,30000,Individual,Petrol,Manual,24.7,796,47.3,5,250000,12.429220196836383,8.333333333333334,10.308985993422082,159.2
Tata Nexon,Tata,Nexon,3,80000,Individual,Diesel,Manual,21.5,1497,108.5,5,785000,13.573440270649085,9.8125,11.289794413577894,299.4
Hyundai Verna,Hyundai,Verna,15,120000,Individual,Diesel,Manual,18.1,1493,110.0,5,135000,11.813037464800539,1.125,11.695255355062795,298.6
Maruti Swift Dzire,Maruti,Swift Dzire,5,20000,Individual,Petrol,Manual,20.85,1197,83.14,5,460000,13.038983942375959,23.0,9.90353755128617,239.4
Maruti Swift,Maruti,Swift,5,79000,Dealer,Diesel,Manual,25.2,1248,74.0,5,525000,13.171155446333852,6.6455696202531644,11.277215789596893,249.6
Maruti Swift,Maruti,Swift,10,35000,Individual,Petrol,Manual,18.6,1197,85.8,5,270000,12.506180941677357,7.714285714285714,10.463131911491967,239.4
Honda WR-V,Honda,WR-V,3,16088,Individual,Diesel,Manual,25.5,1498,98.6,5,814000,13.609716873485151,50.59671805072104,9.685891087651035,299.6
Maruti Wagon R,Maruti,Wagon R,7,46652,Trustmark Dealer,Petrol,Manual,20.51,998,67.04,5,290000,12.577639650232573,6.216239389522421,10.750492512889448,199.6
Maruti Wagon R,Maruti,Wagon R,6,20000,Dealer,Petrol,Automatic,20.51,998,67.0,5,430000,12.971542813248437,21.5,9.90353755128617,199.6
Maruti Swift Dzire,Maruti,Swift Dzire,7,100000,Individual,Diesel,Manual,23.4,1248,74.0,5,400000,12.899222326086994,4.0,11.51293546492023,249.6
Mahindra Scorpio,Mahindra,Scorpio,6,71500,Individual,Diesel,Manual,15.4,2523,75.0,9,550000,13.217675375388819,7.6923076923076925,11.177466714598282,280.3333333333333
Maruti Baleno,Maruti,Baleno,2,24000,Dealer,Petrol,Manual,21.01,1197,81.8,5,810000,13.60479076121576,33.75,10.085850775128717,239.4
Tata Tiago,Tata,Tiago,3,80000,Individual,Petrol,Manual,23.84,1199,84.0,5,360000,12.793862088206213,4.5,11.289794413577894,239.8
Maruti Baleno,Maruti,Baleno,3,9248,Dealer,Petrol,Automatic,21.4,1197,83.1,5,675000,13.42246945133505,72.98875432525952,9.13227071655426,239.4
Mahindra Bolero,Mahindra,Bolero,3,83000,Individual,Diesel,Manual,16.5,1493,70.0,7,675000,13.42246945133505,8.132530120481928,11.326607934898927,213.28571428571428
Hyundai Grand,Hyundai,Grand,7,120000,Individual,Petrol,Manual,18.9,1197,82.0,5,225000,12.323860125621126,1.875,11.695255355062795,239.4
Maruti Alto,Maruti,Alto,4,10000,Individual,Petrol,Manual,24.7,796,47.3,5,321000,12.679199517372098,32.1,9.210440366976517,159.2
Renault Duster,Renault,Duster,8,67000,Dealer,Diesel,Manual,19.01,1461,108.45,5,425000,12.959846800844963,6.343283582089552,11.112462823634855,292.2
Mahindra XUV500,Mahindra,XUV500,3,40000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1400000,14.151983508870947,35.0,10.596659732783579,311.2857142857143
Hyundai i20,Hyundai,i20,5,70100,Dealer,Diesel,Manual,22.54,1396,88.73,5,580000,13.270785106659046,8.273894436519258,11.157692338256169,279.2
Renault Duster,Renault,Duster,7,65000,Dealer,Diesel,Manual,19.64,1461,108.45,5,400000,12.899222326086994,6.153846153846154,11.082157933374816,292.2
Tata Safari,Tata,Safari,14,60000,Individual,Diesel,Manual,13.93,2179,138.1,7,500000,13.122365377402328,8.333333333333334,11.002116507732017,311.2857142857143
Renault Duster,Renault,Duster,6,42000,Dealer,Diesel,Manual,19.01,1461,108.45,5,550000,13.217675375388819,13.095238095238095,10.645448706505872,292.2
Maruti Swift Dzire,Maruti,Swift Dzire,6,47000,Dealer,Petrol,Manual,20.85,1197,83.14,5,575000,13.26212705890841,12.23404255319149,10.757924157061597,239.4
Hyundai Santro,Hyundai,Santro,14,110000,Individual,Petrol,Manual,17.92,1086,62.1,5,150000,11.918397239722838,1.3636363636363635,11.608244735642321,217.2
Maruti Vitara,Maruti,Vitara,4,78000,Individual,Diesel,Manual,24.3,1248,88.5,5,725000,13.493928313146206,9.294871794871796,11.264476926102367,249.6
Renault KWID,Renault,KWID,5,15000,Individual,Petrol,Manual,23.01,999,67.0,5,300000,12.611541086966115,20.0,9.61587214452889,199.8
Maruti Alto,Maruti,Alto,3,50000,Individual,Petrol,Manual,24.7,796,47.3,5,310000,12.644330802262578,6.2,10.819798284210286,159.2
Ford Ecosport,Ford,Ecosport,3,25358,Dealer,Diesel,Manual,21.7,1498,98.96,5,950000,13.76421831620775,37.463522359807556,10.140888975597038,299.6
Mahindra Scorpio,Mahindra,Scorpio,6,100000,Individual,Diesel,Manual,15.4,2179,120.0,7,850000,13.652992804936396,8.5,11.51293546492023,311.2857142857143
Hyundai Grand,Hyundai,Grand,3,35000,Individual,Petrol,Manual,18.9,1197,81.86,5,500000,13.122365377402328,14.285714285714286,10.463131911491967,239.4
Hyundai Grand,Hyundai,Grand,5,78000,Dealer,Diesel,Manual,24.0,1186,73.97,5,395000,12.886643575525625,5.064102564102564,11.264476926102367,237.2
Datsun GO,Datsun,GO,4,15000,Individual,Petrol,Manual,20.63,1198,67.0,5,295000,12.59473402514672,19.666666666666668,9.61587214452889,239.6
Volkswagen Vento,Volkswagen,Vento,7,71000,Dealer,Diesel,Manual,20.34,1498,103.2,5,480000,13.081543466215237,6.76056338028169,11.170449240431308,299.6
Renault Duster,Renault,Duster,7,34000,Dealer,Diesel,Manual,19.87,1461,83.8,5,475000,13.07107218827772,13.970588235294118,10.434145214930487,292.2
Hyundai Creta,Hyundai,Creta,3,35000,Individual,Diesel,Manual,19.67,1582,126.2,5,1330000,14.100690252077353,38.0,10.463131911491967,316.4
Maruti Baleno,Maruti,Baleno,3,5000,Individual,Petrol,Manual,21.01,1197,81.8,5,700000,13.45883704259595,140.0,8.517393171418904,239.4
Volkswagen Vento,Volkswagen,Vento,4,65000,Dealer,Diesel,Manual,22.27,1498,108.6,5,570000,13.25339339419516,8.76923076923077,11.082157933374816,299.6
Tata Tiago,Tata,Tiago,3,21814,Dealer,Petrol,Manual,23.84,1199,83.83,5,515000,13.151924121391561,23.608691665902633,9.99035308555771,239.8
Ford Ecosport,Ford,Ecosport,3,40000,Individual,Diesel,Manual,23.0,1498,98.96,5,870000,13.676249640055394,21.75,10.596659732783579,299.6
Hyundai i20,Hyundai,i20,6,45000,Dealer,Diesel,Manual,22.54,1396,88.76,5,550000,13.217675375388819,12.222222222222221,10.714439990727769,279.2
Maruti Swift Dzire,Maruti,Swift Dzire,7,56815,Dealer,Petrol,Manual,19.1,1197,85.8,5,450000,13.017005083966255,7.920443544838511,10.947573255182869,239.4
Honda City,Honda,City,6,45000,Dealer,Petrol,Manual,17.4,1497,117.3,5,665000,13.407543823396258,14.777777777777779,10.714439990727769,299.4
Mahindra Bolero,Mahindra,Bolero,13,95000,Individual,Diesel,Manual,13.6,2523,63.0,7,300000,12.611541086966115,3.1578947368421053,11.461642696843066,360.42857142857144
Hyundai Venue,Hyundai,Venue,2,25000,Individual,Diesel,Manual,23.7,1396,88.76,5,850000,13.652992804936396,34.0,10.12667110305036,279.2
Maruti Swift Dzire,Maruti,Swift Dzire,6,15000,Individual,Diesel,Manual,26.59,1248,74.0,5,600000,13.304686600863562,40.0,9.61587214452889,249.6
Mahindra Scorpio,Mahindra,Scorpio,7,30000,Dealer,Diesel,Manual,15.4,1997,120.0,9,400000,12.899222326086994,13.333333333333334,10.308985993422082,221.88888888888889
Mahindra KUV100,Mahindra,KUV100,3,65000,Individual,Petrol,Manual,18.15,1198,82.0,6,300000,12.611541086966115,4.615384615384615,11.082157933374816,199.66666666666666
Hyundai i10,Hyundai,i10,8,32000,Individual,Petrol,Manual,20.36,1197,78.9,5,265000,12.487488878546145,8.28125,10.373522431293592,239.4
Mahindra Thar,Mahindra,Thar,3,50000,Individual,Diesel,Manual,16.55,2498,105.0,6,950000,13.76421831620775,19.0,10.819798284210286,416.3333333333333
Renault KWID,Renault,KWID,2,10000,Individual,Petrol,Manual,25.17,799,53.3,5,350000,12.765691290604371,35.0,9.210440366976517,159.8
Mahindra XUV500,Mahindra,XUV500,8,163168,Individual,Diesel,Manual,15.1,2179,140.0,7,600000,13.304686600863562,3.677191606197294,12.00254175248878,311.2857142857143
Maruti Swift,Maruti,Swift,8,60000,Individual,Diesel,Manual,22.9,1248,74.0,5,380000,12.847929163278053,6.333333333333333,11.002116507732017,249.6
Honda WR-V,Honda,WR-V,4,22542,Dealer,Diesel,Manual,25.5,1498,98.6,5,749000,13.52649559761195,33.2268654067962,10.023179875454133,299.6
Mahindra Scorpio,Mahindra,Scorpio,9,80000,Individual,Diesel,Manual,12.05,2179,120.0,9,600000,13.304686600863562,7.5,11.289794413577894,242.11111111111111
Hyundai i10,Hyundai,i10,10,43785,Dealer,Petrol,Manual,20.36,1197,78.9,5,210000,12.25486757159303,4.796163069544365,10.68706941056728,239.4
Hyundai Grand,Hyundai,Grand,6,65000,Dealer,Diesel,Manual,24.0,1120,70.0,5,300000,12.611541086966115,4.615384615384615,11.082157933374816,224.0
Ford Ecosport,Ford,Ecosport,2,20000,Individual,Petrol,Manual,17.0,1497,121.31,5,905000,13.715691327653829,45.25,9.90353755128617,299.4
Renault Duster,Renault,Duster,7,133000,Individual,Diesel,Manual,20.45,1461,83.8,5,415000,12.936036208848487,3.1203007518796992,11.798111925972618,292.2
Maruti Wagon R,Maruti,Wagon R,3,10983,Dealer,Petrol,Manual,21.5,1197,81.8,5,425000,12.959846800844963,38.696166803241375,9.304194947447806,239.4
Hyundai Verna,Hyundai,Verna,3,9000,Dealer,Petrol,Manual,17.0,1591,121.3,5,1195000,13.993657580167481,132.77777777777777,9.105090961257085,318.2
Hyundai i20,Hyundai,i20,5,68000,Individual,Diesel,Manual,22.54,1396,88.73,5,620000,13.3374763699232,9.117647058823529,11.127277689932466,279.2
Maruti Alto,Maruti,Alto,9,40000,Individual,Petrol,Manual,20.92,998,67.1,5,224000,12.319405795112926,5.6,10.596659732783579,199.6
Maruti Wagon R,Maruti,Wagon R,15,45000,Dealer,Petrol,Manual,21.79,998,67.05,5,55000,10.915106645867503,1.2222222222222223,10.714439990727769,199.6
Maruti Baleno,Maruti,Baleno,3,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,570000,13.25339339419516,28.5,9.90353755128617,239.4
Maruti Eeco,Maruti,Eeco,8,40000,Individual,Petrol,Manual,15.37,1196,73.0,7,162000,11.995357787034976,4.05,10.596659732783579,170.85714285714286
Ford Aspire,Ford,Aspire,2,30000,Individual,Diesel,Manual,26.1,1498,99.23,5,660000,13.399996629152975,22.0,10.308985993422082,299.6
Maruti Eeco,Maruti,Eeco,1,10000,Individual,Petrol,Manual,15.37,1196,73.0,5,368000,12.81584093453868,36.8,9.210440366976517,239.2
Maruti Ciaz,Maruti,Ciaz,5,32568,Dealer,Diesel,Manual,28.09,1248,88.5,5,449000,13.014780393893403,13.78653893392287,10.391116194697917,249.6
Maruti Alto,Maruti,Alto,7,37779,Dealer,Petrol,Manual,24.7,796,47.3,5,220000,12.301387370778713,5.823341009555573,10.5395351410555,159.2
Renault KWID,Renault,KWID,5,50000,Individual,Petrol,Manual,25.17,799,53.3,5,275000,12.524530013005734,5.5,10.819798284210286,159.8
Maruti Vitara,Maruti,Vitara,5,52000,Dealer,Diesel,Manual,24.3,1248,88.5,5,635000,13.361381852676738,12.211538461538462,10.859018228147887,249.6
Hyundai i20,Hyundai,i20,3,18000,Individual,Petrol,Manual,18.6,1197,81.83,5,650000,13.384729180332174,36.111111111111114,9.798182590890704,239.4
Maruti Celerio,Maruti,Celerio,4,40000,Individual,Petrol,Manual,23.1,998,67.04,5,360000,12.793862088206213,9.0,10.596659732783579,199.6
Honda Amaze,Honda,Amaze,2,11000,Dealer,Petrol,Automatic,19.0,1199,88.76,5,835000,13.635188201437066,75.9090909090909,9.305741456739435,239.8
Maruti Wagon R,Maruti,Wagon R,15,60000,Individual,Petrol,Manual,18.9,998,67.1,5,120000,11.695255355062795,2.0,11.002116507732017,199.6
Maruti Swift Dzire,Maruti,Swift Dzire,5,80000,Individual,Diesel,Manual,26.59,1248,74.0,5,530000,13.180634172318978,6.625,11.289794413577894,249.6
Maruti Swift,Maruti,Swift,3,12550,Individual,Petrol,Manual,22.0,1197,81.8,5,750000,13.527829818844937,59.7609561752988,9.437555622660446,239.4
Maruti Swift Dzire,Maruti,Swift Dzire,9,110000,Individual,Diesel,Manual,19.3,1248,73.9,5,284000,12.556733038263905,2.581818181818182,11.608244735642321,249.6
Maruti Swift,Maruti,Swift,13,34273,Dealer,Petrol,Manual,16.1,1298,88.2,5,190000,12.154784614286667,5.543722463746973,10.442142328220795,259.6
Maruti Swift Dzire,Maruti,Swift Dzire,4,17637,Dealer,Diesel,Automatic,28.4,1248,74.02,5,790000,13.579789490265188,44.792198219651866,9.777810944448126,249.6
Maruti XL6,Maruti,XL6,2,4500,Individual,Petrol,Manual,19.01,1462,103.2,6,1040000,13.854732232655556,231.11111111111111,8.412054873292933,243.66666666666666
Tata Tiago,Tata,Tiago,3,50000,Individual,Petrol,Manual,23.84,1199,84.0,5,350000,12.765691290604371,7.0,10.819798284210286,239.8
Maruti Eeco,Maruti,Eeco,6,20000,Individual,Petrol,Manual,15.37,1196,73.0,7,300000,12.611541086966115,15.0,9.90353755128617,170.85714285714286
Maruti Swift Dzire,Maruti,Swift Dzire,2,9000,Individual,Petrol,Manual,21.21,1197,81.8,5,650000,13.384729180332174,72.22222222222223,9.105090961257085,239.4
Honda Amaze,Honda,Amaze,8,80000,Individual,Diesel,Manual,25.8,1498,98.6,5,350000,12.765691290604371,4.375,11.289794413577894,299.6
Maruti Wagon R,Maruti,Wagon R,4,10000,Individual,Petrol,Automatic,20.51,998,67.0,5,410000,12.923914877701906,41.0,9.210440366976517,199.6
Skoda Octavia,Skoda,Octavia,4,57000,Dealer,Diesel,Automatic,19.5,1968,141.0,5,1290000,14.070153551531353,22.63157894736842,10.950824090522445,393.6
Maruti Alto,Maruti,Alto,15,70000,Individual,Petrol,Manual,19.7,796,46.3,5,70000,11.156264806643742,1.0,11.156264806643742,159.2
Ford Ecosport,Ford,Ecosport,6,30000,Individual,Petrol,Manual,15.9,1496,120.69,5,670000,13.415034483903348,22.333333333333332,10.308985993422082,299.2
Ford Figo,Ford,Figo,3,60000,Individual,Petrol,Manual,18.16,1196,86.8,5,342000,12.742568940017076,5.7,11.002116507732017,239.2
Maruti Celerio,Maruti,Celerio,3,15000,Individual,Petrol,Manual,23.1,998,67.04,5,425000,12.959846800844963,28.333333333333332,9.61587214452889,199.6
Datsun GO,Datsun,GO,2,1041,Dealer,Petrol,Manual,19.02,1198,67.05,5,530000,13.180634172318978,509.12584053794427,6.948897222313312,239.6
Maruti Alto,Maruti,Alto,5,36172,Dealer,Petrol,Manual,24.7,796,47.3,5,270000,12.506180941677357,7.464337056286631,10.496068263171036,159.2
Maruti Wagon R,Maruti,Wagon R,3,6000,Dealer,Petrol,Manual,21.79,998,67.05,5,400000,12.899222326086994,66.66666666666667,8.699681400989514,199.6
Tata Safari,Tata,Safari,5,60000,Individual,Diesel,Manual,14.1,2179,147.94,7,850000,13.652992804936396,14.166666666666666,11.002116507732017,311.2857142857143
